as_index,napiecie,natezenie,od1,plug,regulator
A0001,24,55,,PL_9105,ARE0027
A0001,24,55,,PL_9105,ARE0005
A0001,24,55,,PL_9105,ARE0005(BOSCH)
A0001,24,55,,PL_9105,ARE0005(OEM)
A0001,24,55,,PL_9105,ARE0005S
A0001,24,55,,PL_9105,ARE0005S2
A0001,24,55,,PL_9105,ARE0005(SEG)
A0001,24,55,,PL_9105,ARE0241S
A0002,24,80,,PL_9105,ARE0005
A0002,24,80,,PL_9105,ARE0005(BOSCH)
A0002,24,80,,PL_9105,ARE0005(OEM)
A0002,24,80,,PL_9105,ARE0005S
A0002,24,80,,PL_9105,ARE0005S2
A0002,24,80,,PL_9105,ARE0005(SEG)
A0002,24,80,,PL_9105,ARE0241S
A0003,12,120,44,PL_9105,ARE0007
A0003,12,120,44,PL_9105,ARE0010
A0003,12,120,44,PL_9105,ARE0007S
A0003,12,120,44,PL_9105,ARE0010S
A0003,12,120,44,PL_9105,ARE0007S2
A0003,12,120,44,PL_9105,ARE0007(OEM)
A0003,12,120,44,PL_9105,ARE0007S3
A0004,12,33,46,PL_9104,
A0005,12,90,48,PL_9105,ARE0007
A0005,12,90,48,PL_9105,ARE0007S
A0005,12,90,48,PL_9105,ARE0007S2
A0005,12,90,48,PL_9105,ARE0007(OEM)
A0005,12,90,48,PL_9105,ARE0007S3
A0006,12,90,50,PL_2100,ARE0006
A0006,12,90,50,PL_2100,ARE0006(OEM)
A0006,12,90,50,PL_2100,ARE0006S2
A0006,12,90,50,PL_2100,ARE0006(BOSCH)
A0006,12,90,50,PL_2100,ARE0006S
A0006SR,12,90,50,PL_2100,
A0007,24,80,76.5,PL_9105,ARE0005
A0007,24,80,76.5,PL_9105,ARE0005(BOSCH)
A0007,24,80,76.5,PL_9105,ARE0005(OEM)
A0007,24,80,76.5,PL_9105,ARE0005S
A0007,24,80,76.5,PL_9105,ARE0005S2
A0007,24,80,76.5,PL_9105,ARE0005(SEG)
A0007,24,80,76.5,PL_9105,ARE0241S
A0008,24,80,,PL_9105,ARE0022
A0008,24,80,,PL_9105,ARE0022(BOSCH)
A0008SR,24,80,,PL_9105,
A0009,24,55,,PL_9104,ARE0022
A0009,24,55,,PL_9104,ARE0022(BOSCH)
A0009,24,55,,PL_9104,ARE0005S
A0010,24,80,,PL_9105,ARE0022
A0010,24,80,,PL_9105,ARE0022(BOSCH)
A0011,24,100,77,PL_9105,ARE0005
A0011,24,100,77,PL_9105,ARE0005(BOSCH)
A0011,24,100,77,PL_9105,ARE0005(OEM)
A0011,24,100,77,PL_9105,ARE0005S
A0011,24,100,77,PL_9105,ARE0005S2
A0011,24,100,77,PL_9105,ARE0005(SEG)
A0011,24,100,77,PL_9105,ARE0241S
A0012,12,33,59,PL_3201,ARE0001
A0012,12,33,59,PL_3201,ARE0001S
A0012,12,33,59,PL_3201,ARE0019
A0012,12,33,59,PL_3201,ARE0019(OEM)
A0012,12,33,59,PL_3201,ARE0019S
A0012,12,33,59,PL_3201,ARE0001(BOSCH)
A0012,12,33,59,PL_3201,ARE0001S2
A0013,12,33,55,PL_9105,ARE0001
A0013,12,33,55,PL_9105,ARE0001S
A0013,12,33,55,PL_9105,ARE0019
A0013,12,33,55,PL_9105,ARE0019(OEM)
A0013,12,33,55,PL_9105,ARE0019S
A0013,12,33,55,PL_9105,ARE0001(BOSCH)
A0013,12,33,55,PL_9105,ARE0001S2
A0014,12,55,,PL_9105,ARE0021
A0014,12,55,,PL_9105,ARE0001
A0014,12,55,,PL_9105,ARE0001S
A0014,12,55,,PL_9105,ARE0019
A0014,12,55,,PL_9105,ARE0019(OEM)
A0014,12,55,,PL_9105,ARE0019S
A0014,12,55,,PL_9105,ARE0001(BOSCH)
A0014,12,55,,PL_9105,ARE0001S2
A0015,12,80,50,PL_9105,ARE0003
A0015,12,80,50,PL_9105,ARE0016
A0015,12,80,50,PL_9105,ARE0047
A0015,12,80,50,PL_9105,ARE0001
A0015,12,80,50,PL_9105,ARE0001S
A0015,12,80,50,PL_9105,ARE0019
A0015,12,80,50,PL_9105,ARE0019(OEM)
A0015,12,80,50,PL_9105,ARE0019S
A0015,12,80,50,PL_9105,ARE0001(BOSCH)
A0015,12,80,50,PL_9105,ARE0001S2
A0015,12,80,50,PL_9105,ARE0003S
A0016,24,35,69,PL_9105,ARE0005
A0016,24,35,69,PL_9105,ARE0005(BOSCH)
A0016,24,35,69,PL_9105,ARE0005(OEM)
A0016,24,35,69,PL_9105,ARE0005S
A0016,24,35,69,PL_9105,ARE0005S2
A0016,24,35,69,PL_9105,ARE0005(SEG)
A0016,24,35,69,PL_9105,ARE0241S
A0017,24,27,,PL_9105,ARE0027
A0017,24,27,,PL_9105,ARE0005
A0017,24,27,,PL_9105,ARE0005(BOSCH)
A0017,24,27,,PL_9105,ARE0005(OEM)
A0017,24,27,,PL_9105,ARE0005S
A0017,24,27,,PL_9105,ARE0005S2
A0017,24,27,,PL_9105,ARE0005(SEG)
A0017,24,27,,PL_9105,ARE0241S
A0018,12,65,,PL_9105,ARE0025
A0018,12,65,,PL_9105,ARE0025(BOSCH)
A0018,12,65,,PL_9105,ARE0025(SEG)
A0019,12,90,68,PL_2100,ARE0006
A0019,12,90,68,PL_2100,ARE0006(OEM)
A0019,12,90,68,PL_2100,ARE0006S2
A0019,12,90,68,PL_2100,ARE0006(BOSCH)
A0019,12,90,68,PL_2100,ARE0007S
A0019,12,90,68,PL_2100,ARE0006S
A0019PR,12,90,67,PL_2100,
A0020,12,55,,PL_9104,ARE0021
A0020,12,55,,PL_9104,ARE0047
A0020,12,55,,PL_9104,ARE0001
A0020,12,55,,PL_9104,ARE0001S
A0020,12,55,,PL_9104,ARE0019
A0020,12,55,,PL_9104,ARE0019(OEM)
A0020,12,55,,PL_9104,ARE0019S
A0020,12,55,,PL_9104,ARE0001(BOSCH)
A0020,12,55,,PL_9104,ARE0001S2
A0021,24,140,,PL_9105,ARE0032(BOSCH)
A0021,24,140,,PL_9105,ARE0032
A0022,24,140,,PL_9105,ARE0032(BOSCH)
A0022,24,140,,PL_9105,ARE0032
A0022(BOSCH),24,140,,PL_9105,
A0022P,24,140,,PL_9105,
A0022SR,24,140,,PL_9105,
A0023,24,55,54,PL_9105,ARE0022
A0023,24,55,54,PL_9105,ARE0022(BOSCH)
A0023PR,24,55,54,PL_9105,
A0024,24,120,,PL_9104,ARE0035
A0025,24,80,,PL_9105,ARE0022
A0025,24,80,,PL_9105,ARE0022(BOSCH)
A0025,24,80,,PL_9105,ARE0005
A0025,24,80,,PL_9105,ARE0005(BOSCH)
A0025,24,80,,PL_9105,ARE0005(OEM)
A0025,24,80,,PL_9105,ARE0005S
A0025,24,80,,PL_9105,ARE0005S2
A0025,24,80,,PL_9105,ARE0005(SEG)
A0025,24,80,,PL_9105,ARE0241S
A0026,24,55,,PL_9105,ARE0024
A0026,24,55,,PL_9105,ARE0024S
A0027,12,90,56,PL_2300,ARE0008
A0027,12,90,56,PL_2300,ARE0008(BOSCH)
A0027,12,90,56,PL_2300,ARE0008S2
A0027,12,90,56,PL_2300,ARE0008(BOSCH)P
A0027,12,90,56,PL_2300,ARE0008S
A0027PR,12,90,56,PL_2300,
A0028,12,65,45,PL_9104,ARE0002
A0028,12,65,45,PL_9104,ARE0002(OEM)
A0028,12,65,45,PL_9104,ARE0021
A0028,12,65,45,PL_9104,ARE0047
A0028,12,65,45,PL_9104,ARE0002S
A0029,24,65,,PL_9105,ARE0022
A0029,24,65,,PL_9105,ARE0022(BOSCH)
A0029,24,65,,PL_9105,ARE0005
A0029,24,65,,PL_9105,ARE0005(BOSCH)
A0029,24,65,,PL_9105,ARE0005(OEM)
A0029,24,65,,PL_9105,ARE0005S
A0029,24,65,,PL_9105,ARE0005S2
A0029,24,65,,PL_9105,ARE0005(SEG)
A0029,24,65,,PL_9105,ARE0241S
A0030,24,27,,PL_9104,ARE0027
A0030,24,27,,PL_9104,ARE0005
A0030,24,27,,PL_9104,ARE0005(BOSCH)
A0030,24,27,,PL_9104,ARE0005(OEM)
A0030,24,27,,PL_9104,ARE0005S
A0030,24,27,,PL_9104,ARE0005S2
A0030,24,27,,PL_9104,ARE0005(SEG)
A0030,24,27,,PL_9104,ARE0241S
A0031,12,70,55,PL_3200,ARE0003
A0031,12,70,55,PL_3200,ARE0016
A0031,12,70,55,PL_3200,ARE0047
A0031,12,70,55,PL_3200,ARE0001
A0031,12,70,55,PL_3200,ARE0001S
A0031,12,70,55,PL_3200,ARE0019
A0031,12,70,55,PL_3200,ARE0019(OEM)
A0031,12,70,55,PL_3200,ARE0019S
A0031,12,70,55,PL_3200,ARE0001(BOSCH)
A0031,12,70,55,PL_3200,ARE0001S2
A0031,12,70,55,PL_3200,ARE0003S
A0032,12,90,,PL_9105,ARE0007
A0032,12,90,,PL_9105,ARE0007S
A0032,12,90,,PL_9105,ARE0007S2
A0032,12,90,,PL_9105,ARE0007(OEM)
A0032,12,90,,PL_9105,ARE0007S3
A0032(P-INA),12,90,49,PL_9105,
A0032(P),12,90,50,PL_9105,ARE0007
A0032(P),12,90,50,PL_9105,ARE0007S2
A0032(P),12,90,50,PL_9105,ARE0007(OEM)
A0032(P),12,90,50,PL_9105,ARE0007S3
A0032(P),12,90,50,PL_9105,ARE0007S
A0032PR,12,90,49.5,PL_9105,
A0032SR,12,90,,PL_9105,
A0033,12,90,46,PL_9104,ARE0006
A0033,12,90,46,PL_9104,ARE0006(OEM)
A0033,12,90,46,PL_9104,ARE0006S2
A0033,12,90,46,PL_9104,ARE0006(BOSCH)
A0033,12,90,46,PL_9104,ARE0006S
A0034,24,80,77,PL_5003,ARE0042
A0034,24,80,77,PL_5003,ARE0042(BOSCH)
A0034,24,80,77,PL_5003,ARE0042S
A0034,24,80,77,PL_5003,ARE0042(SEG)
A0034PR,24,80,77,PL_5003,
A0035,12,115,,PL_9104,ARE0007
A0035,12,115,,PL_9104,ARE0007S
A0035,12,115,,PL_9104,ARE0007S2
A0035,12,115,,PL_9104,ARE0007(OEM)
A0035,12,115,,PL_9104,ARE0007S3
A0035(P-INA),12,115,49.5,PL_9104,
A0035(P),12,115,50,PL_9104,ARE0007S
A0036,12,120,67.5,PL_2300,ARE0008
A0036,12,120,67.5,PL_2300,ARE0008(BOSCH)
A0036,12,120,67.5,PL_2300,ARE0008S2
A0036,12,120,67.5,PL_2300,ARE0008(BOSCH)P
A0036,12,120,67.5,PL_2300,ARE0008S
A0036PR,12,120,67.5,PL_2300,
A0037,12,90,56,PL_2300,ARE0008
A0037,12,90,56,PL_2300,ARE0008(BOSCH)
A0037,12,90,56,PL_2300,ARE0159(BOSCH)
A0037,12,90,56,PL_2300,ARE0008S2
A0037,12,90,56,PL_2300,ARE0008(BOSCH)P
A0037,12,90,56,PL_2300,ARE0008S
A0037,12,90,56,PL_2300,ARE0274(SEG)
A0037PR,12,90,55.5,PL_2300,
A0038,12,90,67.5,PL_2300,ARE0008
A0038,12,90,67.5,PL_2300,ARE0008(BOSCH)
A0038,12,90,67.5,PL_2300,ARE0008S2
A0038,12,90,67.5,PL_2300,ARE0008(BOSCH)P
A0038,12,90,67.5,PL_2300,ARE0008S
A0039,12,110,50,PL_2300,ARE0008
A0039,12,110,50,PL_2300,ARE0008(BOSCH)
A0039,12,110,50,PL_2300,ARE0008S
A0039,12,110,50,PL_2300,ARE0008(BOSCH)P
A0039,12,110,50,PL_2300,ARE0008S2
A0039PR,12,110,49,PL_2300,
A0040,12,90,68,PL_2300,ARE0008
A0040,12,90,68,PL_2300,ARE0008(BOSCH)
A0040,12,90,68,PL_2300,ARE0008S2
A0040,12,90,68,PL_2300,ARE0008(BOSCH)P
A0040,12,90,68,PL_2300,ARE0008S
A0040,12,90,68,PL_2300,ARE0011
A0040,12,90,68,PL_2300,ARE0011(OEM)
A0040,12,90,68,PL_2300,ARE0011S
A0040PR,12,90,68,PL_2300,
A0041,12,90,56,PL_9104,ARE0006
A0041,12,90,56,PL_9104,ARE0006(OEM)
A0041,12,90,56,PL_9104,ARE0006S2
A0041,12,90,56,PL_9104,ARE0006(BOSCH)
A0041,12,90,56,PL_9104,ARE0006S
A0042,12,90,50,PL_2300,ARE0008
A0042,12,90,50,PL_2300,ARE0008(BOSCH)
A0042,12,90,50,PL_2300,ARE0159(BOSCH)
A0042,12,90,50,PL_2300,ARE0008S2
A0042,12,90,50,PL_2300,ARE0008(BOSCH)P
A0042,12,90,50,PL_2300,ARE0008S
A0042,12,90,50,PL_2300,ARE0274(SEG)
A0042PR,12,90,50,PL_2300,
A0043,12,75,,PL_3405,ARE0060
A0043,12,75,,PL_3405,ARE0060(BOSCH)
A0043(P),12,75,58,PL_3405,ARE0060
A0043(P),12,75,58,PL_3405,ARE0060(BOSCH)
A0043PR,12,75,,PL_3405,
A0044,12,98,55,PL_2401,ARE0018
A0044,12,98,55,PL_2401,ARE0018(BOSCH)
A0044,12,98,55,PL_2401,ARE0018S
A0044,12,98,55,PL_2401,ARE0018S2
A0044,12,98,55,PL_2401,ARE0063
A0044,12,98,55,PL_2401,ARE0063(BOSCH)
A0044,12,98,55,PL_2401,ARE0063S
A0044,12,98,55,PL_2401,ARE0018(SEG)
A0044(P),12,98,55,PL_2401,ARE0018
A0044(P),12,98,55,PL_2401,ARE0018(BOSCH)
A0044(P),12,98,55,PL_2401,ARE0063
A0044(P),12,98,55,PL_2401,ARE0063(BOSCH)
A0044(P),12,98,55,PL_2401,ARE0018S
A0044(P),12,98,55,PL_2401,ARE0018S2
A0044(P),12,98,55,PL_2401,ARE0063S
A0044(P),12,98,55,PL_2401,ARE0018(SEG)
A0044PR,12,98,55,PL_2401,
A0045,12,120,64,PL_2300,ARE0008
A0045,12,120,64,PL_2300,ARE0008(BOSCH)
A0045,12,120,64,PL_2300,ARE0008S2
A0045,12,120,64,PL_2300,ARE0008(BOSCH)P
A0045,12,120,64,PL_2300,ARE0008S
A0045PR,12,120,64,PL_2300,
A0046,12,120,,PL_2300,ARE0008
A0046,12,120,,PL_2300,ARE0008(BOSCH)
A0046,12,120,,PL_2300,ARE0008S2
A0046,12,120,,PL_2300,ARE0008(BOSCH)P
A0046,12,120,,PL_2300,ARE0008S
A0046(P-INA),12,120,56,PL_2300,
A0046(P),12,120,56,PL_2300,ARE0008
A0046(P),12,120,56,PL_2300,ARE0008(BOSCH)
A0046(P),12,120,56,PL_2300,ARE0008S2
A0046(P),12,120,56,PL_2300,ARE0008(BOSCH)P
A0046(P),12,120,56,PL_2300,ARE0008S
A0046PR,12,120,56,PL_2300,
A0047,12,120,56,PL_2200,ARE0147(BOSCH)
A0047,12,120,56,PL_2200,ARE0043
A0047,12,120,56,PL_2200,ARE0043(BOSCH)
A0047,12,120,56,PL_2200,ARE0106(BOSCH)
A0047,12,120,56,PL_2200,ARE0106
A0047,12,120,56,PL_2200,ARE0043(SEG)
A0048,12,120,49.5,PL_2100,ARE0007
A0048,12,120,49.5,PL_2100,ARE0007S2
A0048,12,120,49.5,PL_2100,ARE0007(OEM)
A0048,12,120,49.5,PL_2100,ARE0007S3
A0048,12,120,49.5,PL_2100,ARE0007S
A0049,12,140,56,PL_9104,ARE0041
A0049,12,140,56,PL_9104,ARE0041(BOSCH)
A0049(SEG),12,140,56,PL_9104,
A0049PR,12,140,56,PL_9104,
A0049S,12,140,56,PL_9104,ARE0041
A0049S,12,140,56,PL_9104,ARE0041(BOSCH)
A0049S,12,140,56,PL_9104,ARE0041S
A0050,12,90,56,PL_2300,ARE0008
A0050,12,90,56,PL_2300,ARE0008(BOSCH)
A0050,12,90,56,PL_2300,ARE0008S2
A0050,12,90,56,PL_2300,ARE0008(BOSCH)P
A0050,12,90,56,PL_2300,ARE0008S
A0051,12,120,55,PL_9104,
A0052,12,120,50,PL_9104,ARE0012
A0052,12,120,50,PL_9104,ARE0012(BOSCH)
A0052,12,120,50,PL_9104,ARE0012S
A0052,12,120,50,PL_9104,ARE0012S2
A0052,12,120,50,PL_9104,ARE3396(VALEO)
A0052,12,120,50,PL_9104,ARE0012(SEG)
A0052PR,12,120,50,PL_9104,
A0053,24,100,77,PL_5003,ARE0042
A0053,24,100,77,PL_5003,ARE0042(BOSCH)
A0053,24,100,77,PL_5003,ARE0042S
A0053,24,100,77,PL_5003,ARE0042(SEG)
A0053PR,24,100,77,PL_5003,
A0054,12,150,50,PL_9104,
A0055,12,90,,PL_9104,ARE0001
A0055,12,90,,PL_9104,ARE0001S
A0055,12,90,,PL_9104,ARE0019
A0055,12,90,,PL_9104,ARE0019(OEM)
A0055,12,90,,PL_9104,ARE0019S
A0055,12,90,,PL_9104,ARE0001(BOSCH)
A0055,12,90,,PL_9104,ARE0001S2
A0056,12,90,56,PL_2300,ARE0008
A0056,12,90,56,PL_2300,ARE0008(BOSCH)
A0056,12,90,56,PL_2300,ARE0008S2
A0056,12,90,56,PL_2300,ARE0008(BOSCH)P
A0056,12,90,56,PL_2300,ARE0008S
A0057,12,85,48,PL_2300,ARE0013
A0057,12,85,48,PL_2300,ARE0156(BOSCH)
A0057,12,85,48,PL_2300,ARE0158(BOSCH)
A0057PR,12,85,48,PL_2300,
A0058,24,55,,PL_9105,ARE0027
A0058,24,55,,PL_9105,ARE0022
A0058,24,55,,PL_9105,ARE0022(BOSCH)
A0058,24,55,,PL_9105,ARE0005
A0058,24,55,,PL_9105,ARE0005(BOSCH)
A0058,24,55,,PL_9105,ARE0005(OEM)
A0058,24,55,,PL_9105,ARE0005S2
A0058,24,55,,PL_9105,ARE0005(SEG)
A0058,24,55,,PL_9105,ARE0241S
A0059,12,120,,PL_2300,ARE0008
A0059,12,120,,PL_2300,ARE0008(BOSCH)
A0059,12,120,,PL_2300,ARE0159(BOSCH)
A0059,12,120,,PL_2300,ARE0008S
A0059,12,120,,PL_2300,ARE0008(BOSCH)P
A0059,12,120,,PL_2300,ARE0008S2
A0059,12,120,,PL_2300,ARE0274(SEG)
A0059(P-INA),12,120,56,PL_2300,
A0059(P),12,120,56,PL_2300,ARE0008
A0059(P),12,120,56,PL_2300,ARE0008(BOSCH)
A0059(P),12,120,56,PL_2300,ARE0008S2
A0059(P),12,120,56,PL_2300,ARE0008(BOSCH)P
A0059(P),12,120,56,PL_2300,ARE0008S
A0059PR,12,120,55.5,PL_2300,
A0059SR,12,120,,PL_2300,
A0060,12,120,56,PL_1200,ARE0041
A0060,12,120,56,PL_1200,ARE0041(BOSCH)
A0060,12,120,56,PL_1200,ARE0041S
A0061,12,120,,PL_1200,ARE0041
A0061,12,120,,PL_1200,ARE0041(BOSCH)
A0061,12,120,,PL_1200,ARE0041S
A0061(P),12,120,56,PL_1200,ARE0041
A0061(P),12,120,56,PL_1200,ARE0041(BOSCH)
A0062,24,110,,PL_5003,ARE0086S
A0062,24,110,,PL_5003,ARE0086(BOSCH)
A0062,24,110,,PL_5003,ARE0086PR
A0062,24,110,,PL_5003,ARE0086(SEG)
A0062(SEG),24,110,,PL_5003,
A0062PR,24,110,55.5,PL_5003,
A0062SR,24,110,,PL_5003,
A0063,24,110,62,PL_5003,ARE0054
A0063,24,110,62,PL_5003,ARE0054(BOSCH)
A0063,24,110,62,PL_5003,ARE0141(BOSCH)
A0063,24,110,62,PL_5003,ARE0054S
A0063,24,110,62,PL_5003,ARE0142(BOSCH)
A0063,24,110,62,PL_5003,ARE0139S
A0063,24,110,62,PL_5003,ARE0139(BOSCH)
A0063,24,110,62,PL_5003,ARE0139S2
A0063,24,110,62,PL_5003,ARE0054(SEG)
A0064,24,100,72,PL_5003,ARE0042
A0064,24,100,72,PL_5003,ARE0042(BOSCH)
A0064,24,100,72,PL_5003,ARE0042S
A0064,24,100,72,PL_5003,ARE0042(SEG)
A0064(SEG),24,100,72,PL_5003,
A0065,12,120,52,PL_2300,ARE0008
A0065,12,120,52,PL_2300,ARE0008(BOSCH)
A0065,12,120,52,PL_2300,ARE0008S2
A0065,12,120,52,PL_2300,ARE0008(BOSCH)P
A0065,12,120,52,PL_2300,ARE0008S
A0066,12,120,54,PL_9104,ARE0012(BOSCH)
A0066,12,120,54,PL_9104,ARE0012S
A0066,12,120,54,PL_9104,ARE0131
A0066,12,120,54,PL_9104,ARE0131(BOSCH)
A0066,12,120,54,PL_9104,ARE0012S2
A0066,12,120,54,PL_9104,ARE0012
A0066,12,120,54,PL_9104,ARE3396(VALEO)
A0066,12,120,54,PL_9104,ARE0131(SEG)
A0066,12,120,54,PL_9104,ARE0012(SEG)
A0066PR,12,120,54,PL_9104,
A0067,12,120,50,PL_2300,ARE0008
A0067,12,120,50,PL_2300,ARE0008(BOSCH)
A0067,12,120,50,PL_2300,ARE0255(BOSCH)
A0067,12,120,50,PL_2300,ARE0008S2
A0067,12,120,50,PL_2300,ARE0008(BOSCH)P
A0067,12,120,50,PL_2300,ARE0008S
A0067,12,120,50,PL_2300,ARE0255(BOSCH)P
A0067(SEG),12,120,50,PL_2300,
A0068,12,105,53,PL_3405,ARE0060
A0068,12,105,53,PL_3405,ARE0060(BOSCH)
A0068PR,12,105,53,PL_3405,
A0069,12,55,46.5,PL_3200,ARE0001
A0069,12,55,46.5,PL_3200,ARE0001S
A0069,12,55,46.5,PL_3200,ARE0019
A0069,12,55,46.5,PL_3200,ARE0019(OEM)
A0069,12,55,46.5,PL_3200,ARE0019S
A0069,12,55,46.5,PL_3200,ARE0001(BOSCH)
A0069,12,55,46.5,PL_3200,ARE0001S2
A0070,12,90,46,PL_9104,ARE0002
A0070,12,90,46,PL_9104,ARE0002(OEM)
A0070,12,90,46,PL_9104,ARE0014
A0070,12,90,46,PL_9104,ARE0047
A0070,12,90,46,PL_9104,ARE0002S
A0071,12,120,50,PL_3001,ARE0051
A0071,12,120,50,PL_3001,ARE0051(BOSCH)
A0071,12,120,50,PL_3001,ARE0051(SEG)
A0072,24,90,55,PL_5003,ARE0054
A0072,24,90,55,PL_5003,ARE0054(BOSCH)
A0072,24,90,55,PL_5003,ARE0141(BOSCH)
A0072,24,90,55,PL_5003,ARE0054S
A0072,24,90,55,PL_5003,ARE0142(BOSCH)
A0072,24,90,55,PL_5003,ARE0139S
A0072,24,90,55,PL_5003,ARE0139(BOSCH)
A0072,24,90,55,PL_5003,ARE0139S2
A0072,24,90,55,PL_5003,ARE0054(SEG)
A0072(BOSCH),24,90,55,PL_5003,
A0072(SEG),24,90,55,PL_5003,
A0072PR,24,90,55,PL_5003,
A0072SR,24,90,55,PL_5003,
A0073,24,90,,PL_5001,ARE0056
A0073,24,90,,PL_5001,ARE0056(BOSCH)
A0073,24,90,,PL_5001,ARE0056SR
A0073,24,90,,PL_5001,ARE3397(VALEO)
A0073PR,24,90,,PL_5001,
A0073SR,24,90,,PL_5001,
A0074,24,70,55,PL_5003,ARE0054
A0074,24,70,55,PL_5003,ARE0054(BOSCH)
A0074,24,70,55,PL_5003,ARE0141(BOSCH)
A0074,24,70,55,PL_5003,ARE0054S
A0074,24,70,55,PL_5003,ARE0142(BOSCH)
A0074,24,70,55,PL_5003,ARE0139S
A0074,24,70,55,PL_5003,ARE0139(BOSCH)
A0074,24,70,55,PL_5003,ARE0139S2
A0074,24,70,55,PL_5003,ARE0054(SEG)
A0074(SEG),24,70,55,PL_5003,
A0074PR,24,70,55,PL_5003,
A0075,12,120,68,PL_2300,ARE0008
A0075,12,120,68,PL_2300,ARE0008(BOSCH)
A0075,12,120,68,PL_2300,ARE0008S2
A0075,12,120,68,PL_2300,ARE0008(BOSCH)P
A0075,12,120,68,PL_2300,ARE0008S
A0075(SEG),12,120,68,PL_2300,ARE0008
A0075(SEG),12,120,68,PL_2300,ARE0008(BOSCH)
A0075(SEG),12,120,68,PL_2300,ARE0008S2
A0075(SEG),12,120,68,PL_2300,ARE0008(BOSCH)P
A0075(SEG),12,120,68,PL_2300,ARE0008S
A0076,12,150,56,PL_2300,
A0077,12,90,50,PL_2100,ARE0006
A0077,12,90,50,PL_2100,ARE0006(OEM)
A0077,12,90,50,PL_2100,ARE0006S2
A0077,12,90,50,PL_2100,ARE0006(BOSCH)
A0077,12,90,50,PL_2100,ARE0006S
A0077PR,12,90,50,PL_2100,
A0078,12,90,50,PL_9105,ARE0006
A0078,12,90,50,PL_9105,ARE0006(OEM)
A0078,12,90,50,PL_9105,ARE0006S2
A0078,12,90,50,PL_9105,ARE0006(BOSCH)
A0078,12,90,50,PL_9105,ARE0006S
A0079,12,90,55,PL_2100,ARE6003
A0079,12,90,55,PL_2100,ARE0006
A0079,12,90,55,PL_2100,ARE0006(OEM)
A0079,12,90,55,PL_2100,ARE0006S2
A0079,12,90,55,PL_2100,ARE0006(BOSCH)
A0079,12,90,55,PL_2100,ARE0006S
A0080,12,90,56,PL_2100,ARE0006
A0080,12,90,56,PL_2100,ARE0006(OEM)
A0080,12,90,56,PL_2100,ARE0006S2
A0080,12,90,56,PL_2100,ARE0006(BOSCH)
A0080,12,90,56,PL_2100,ARE0007
A0080,12,90,56,PL_2100,ARE0006S
A0080,12,90,56,PL_2100,ARE0007S2
A0080,12,90,56,PL_2100,ARE0007(OEM)
A0080,12,90,56,PL_2100,ARE0007S3
A0080,12,90,56,PL_2100,ARE0007S
A0080PR,12,90,55.5,PL_2100,
A0081,12,80,56,PL_9104,ARE0017
A0082,12,95,,PL_9105,ARE0025
A0082,12,95,,PL_9105,ARE0025(BOSCH)
A0082,12,95,,PL_9105,ARE0025(SEG)
A0084,12,65,46,PL_9104,ARE0021
A0085,12,95,,PL_9104,ARE0021
A0085,12,95,,PL_9104,ARE0025
A0085,12,95,,PL_9104,ARE0025(BOSCH)
A0085,12,95,,PL_9104,ARE0025(SEG)
A0086,12,45,42,PL_9104,ARE0002
A0086,12,45,42,PL_9104,ARE0002(OEM)
A0086,12,45,42,PL_9104,ARE0047
A0086,12,45,42,PL_9104,ARE0002S
A0087,24,55,47,PL_9105,ARE0027
A0087,24,55,47,PL_9105,ARE0005
A0087,24,55,47,PL_9105,ARE0005(BOSCH)
A0087,24,55,47,PL_9105,ARE0005(OEM)
A0087,24,55,47,PL_9105,ARE0005S
A0087,24,55,47,PL_9105,ARE0005S2
A0087,24,55,47,PL_9105,ARE0005(SEG)
A0087,24,55,47,PL_9105,ARE0241S
A0089,12,120,,PL_9105,ARE0002
A0089,12,120,,PL_9105,ARE0002(OEM)
A0089,12,120,,PL_9105,ARE0002S
A0090,12,65,45,PL_9105,ARE0001
A0090,12,65,45,PL_9105,ARE0001S
A0090,12,65,45,PL_9105,ARE0019
A0090,12,65,45,PL_9105,ARE0019(OEM)
A0090,12,65,45,PL_9105,ARE0019S
A0090,12,65,45,PL_9105,ARE0001(BOSCH)
A0090,12,65,45,PL_9105,ARE0001S2
A0091,12,65,46,PL_3200,ARE0021
A0092,12,55,39,PL_9105,ARE0014
A0092,12,55,39,PL_9105,ARE0021
A0092,12,55,39,PL_9105,ARE0047
A0092,12,55,39,PL_9105,ARE0001
A0092,12,55,39,PL_9105,ARE0001S
A0092,12,55,39,PL_9105,ARE0019
A0092,12,55,39,PL_9105,ARE0019(OEM)
A0092,12,55,39,PL_9105,ARE0019S
A0092,12,55,39,PL_9105,ARE0001(BOSCH)
A0092,12,55,39,PL_9105,ARE0001S2
A0093,12,90,46,PL_9105,ARE0001
A0093,12,90,46,PL_9105,ARE0001S
A0093,12,90,46,PL_9105,ARE0019
A0093,12,90,46,PL_9105,ARE0019(OEM)
A0093,12,90,46,PL_9105,ARE0019S
A0093,12,90,46,PL_9105,ARE0001(BOSCH)
A0093,12,90,46,PL_9105,ARE0001S2
A0094,12,90,42,PL_9104,ARE0001
A0094,12,90,42,PL_9104,ARE0001S
A0094,12,90,42,PL_9104,ARE0019
A0094,12,90,42,PL_9104,ARE0019(OEM)
A0094,12,90,42,PL_9104,ARE0019S
A0094,12,90,42,PL_9104,ARE0001(BOSCH)
